Security Code,Security Id,SECURITY_NAME,Status,Group,Face Value,ISIN No,Industry,Instrument
539533,ELITECON,ELITECON INTERNATIONAL LTD,Active,XT,10,INE669R01018,CommTrading  & Distribution,Equity
531278,ELIXIR,ELIXIR CAPITAL LTD,Active,X ,10,INE785D01012,Other Financial Services,Equity
590087,ELLENBARR,ELLENBARRIE INDUSTRIAL GASES LTD,Delisted,XT,10,INE236E01014,Industrial Gases,Equity
502374,ELLOPAP,ELLORA PAPER MILLS LTD,Suspended,XT,10,INE384H01023,Paper & Paper Products,Equity
542803,ELLORATRAD,ELLORA TRADING LTD,Active,XT,10,INE560T01015,CommTrading  & Distribution,Equity
517477,ELNET,ELNET TECHNOLOGIES LTD,Active,X ,10,INE033C01019,IT Software Products,Equity
504000,ELPROINTL,ELPRO INTERNATIONAL LTD,Active,X ,1,INE579B01039,Other ElectEquip/ Prod,Equity
532060,ELQPO,ELQUE POLYESTERS LTD,Delisted,P ,10,INE085E01015,Fibres & Plastics,Equity
530835,ELTROL,ELTROL LTD,Delisted,XT,1,INE793D01024,Iron & Steel Products,Equity
522027,EMAINDIA,EMA INDIA LTD,Active,X ,10,INE279D01016,Industrial Machinery,Equity
531162,EMAMILTD,EMAMI LTD,Active,A ,1,INE548C01032,Personal Products,Equity
533208,EMAMIPAP,EMAMI PAPER MILLS LTD,Active,B ,2,INE830C01026,Paper & Paper Products,Equity
533218,EMAMIREAL,EMAMI REALTY LTD,Active,T ,2,INE778K01012,Realty,Equity
504008,EMCO,EMCO LTD,Active,Z ,2,INE078A01026,Heavy Electrical Equipment,Equity
524588,EMEDTECH,EMEDCOM TECHNOLOGIES LTD,Suspended,Z ,10,INE379F01019,CommTrading  & Distribution,Equity
538882,EMERALD,EMERALD LEASING FINANCE & INVESTMENT COMPANY LTD,Active,X ,10,INE030Q01015,Other Financial Services,Equity
507265,EMERALL,EMERALD LEISURES LTD,Active,XT,10,INE044N01013,Other Leisure Facilities,Equity
524812,EMERGY,EMERGY PHAARMA LTD,Delisted,Z ,10,INE586C01016,Pharmaceuticals,Equity
530333,EMGEECA,EMGEE CABLES & COMMUNICATIONS LTD,Suspended,ZP,10,INE128F01010,Other ElectEquip/ Prod,Equity
531011,EMKAR,EMKAY AROMATICS LTD,Suspended,Z ,10,INE180D01016,Commodity Chemicals,Equity
532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD,Active,B ,10,INE296H01011,Other Financial Services,Equity
531516,EMKAYIN,EMKAY INDUSTRIES LTD,Delisted,P ,10,NA          ,Copper,Equity
533161,EMMBI,EMMBI INDUSTRIES LTD,Active,B ,10,INE753K01015,Containers & Packaging,Equity
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD,Active,XT,10,INE634B01016,Commodity Chemicals,Equity
532038,EMMSONS,EMMSONS INTERNATIONAL LTD,Active,X ,10,INE073C01015,CommTrading  & Distribution,Equity
532920,EDL,EMPEE DISTILLERIES LTD,Delisted,Z ,10,INE180G01019,Breweries & Distilleries,Equity
500132,EMPEESUG,EMPEE SUGARS & CHEMICALS LTD,Suspended,Z ,10,INE928B01012,Sugar,Equity
509001,EMPHOTR,EMPIRE HOTELS & RESORTS LTD,Delisted,P ,10,NA          ,Hotels,Equity
509525,EMPIND,EMPIRE INDUSTRIES LTD,Active,X ,10,INE515H01014,Diversified,Equity
531470,EMPORIS,EMPORIS PROJECTS LTD,Delisted,XT,10,INE742D01013,Finance (including NBFCs),Equity
504351,EMPOWER,EMPOWER INDIA LTD,Active,X ,1,INE507F01023,IT Consulting & Software,Equity
521099,EMTEXIND,EMTEX INDUSTRIES (I) LTD,Delisted,T ,10,INE907B01016,Textiles,Equity
512441,ENBETRD,ENBEE TRADE & FINANCE LTD,Active,XT,10,INE993I01011,MiscCommercial Services,Equity
538684,ENCASH,ENCASH ENTERTAINMENT LTD,Active,M ,10,INE552Q01018,Movies & Entertainment,Equity
531148,ENCHANTE,ENCHANTE JEWELLERY LTD,Suspended,X ,10,INE772C01012,Other Apparels & Accessories,Equity
531750,ENCORE,ENCORE SOFTWARE LTD,Suspended,X ,10,INE103B01012,IT Software Products,Equity
540153,ENDURANCE,ENDURANCE TECHNOLOGIES LTD,Active,A ,10,INE913H01037,Auto Parts & Equipment,Equity
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD,Active,B ,10,INE306C01019,Electric Utilities,Equity
531620,ENEPRO,ENERGY PRODUCTS (INDIA) LTD,Delisted,X ,10,INE718D01013,Packaged Foods,Equity
532178,ENGINERSIN,ENGINEERS INDIA LTD,Active,A ,5,INE510A01028,Consulting Services,Equity
531964,ENJNATF,ENJAYES NATURAL FLAVOURS LTD,Delisted,P ,10,NA          ,Commodity Chemicals,Equity
514254,ENKTEXFOOD,ENKAY TEXFOODS INDUSTRIES LTD,Delisted,Z ,10,INE108D01017,Textiles,Equity
533477,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD,Active,X ,5,INE130L01014,Auto Parts & Equipment,Equity
512369,ENNORE,ENNORE COKE LTD,Suspended,XT,10,INE755H01016,CommTrading  & Distribution,Equity
512135,ENSSI,ENSA STEEL INDUSTRIES LTD,Suspended,Z ,10,INE322C01016,Iron & Steel/IntermProducts,Equity
532984,ENSOSECUT,ENSO SECUTRACK LTD,Delisted,X ,10,INE969A01018,Electronic Components,Equity
532287,ENTEGRA,ENTEGRA LTD,Delisted,Z ,10,INE826A01028,Electric Utilities,Equity
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD,Active,X ,10,INE439G01019,CommTrading  & Distribution,Equity
532700,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD,Active,B ,10,INE265F01028,Broadcasting & Cable TV,Equity
500246,ENVAIREL,ENVAIR ELECTRODYNE LTD,Active,XT,10,INE601C01013,Industrial Machinery,Equity
512583,ENVCLEN,ENVIRO-CLEAN SYSTEMS LTD,Delisted,P ,10,NA          ,Industrial Machinery,Equity
532658,EON,EON ELECTRIC LTD,Suspended,Z ,5,INE076H01025,Other ElectEquip/ Prod,Equity
532308,EONOUR,EONOUR TECHNOLOGIES LTD,Delisted,XT,2,INE352B01023,IT Software Products,Equity
530407,EPIC,EPIC ENERGY LTD,Active,XT,10,INE932F01015,Finance (including NBFCs),Equity
524374,EPICENZY,EPIC ENZYMES PHARMACEUTICALS & INDUSTRIAL CHEMICALS LTD,Delisted,XT,10,INE278A01014,Agrochemicals,Equity
531155,EPSOMPRO,EPSOM PROPERTIES LTD,Suspended,XT,10,INE601F01016,Pharmaceuticals,Equity
517435,EQUPCON,EQUIPMENT CONDUCTORS & CABLES LTD,Delisted,P ,10,NA          ,Other ElectEquip/ Prod,Equity
539844,EQUITAS,EQUITAS HOLDINGS LTD,Active,A ,10,INE988K01017,Holding Companies,Equity
531615,ERABUILD,ERA BUILDSYS LTD,Suspended,Z ,2,INE040E01028,Finance (including NBFCs),Equity
530323,ERAINFRA,ERA INFRA ENGINEERING LTD,Delisted,Z ,2,INE039E01020,Construction & Engineering,Equity
540596,ERIS,ERIS LIFESCIENCES LTD,Active,A ,1,INE406M01024,Pharmaceuticals,Equity
533261,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD,Active,T ,10,INE416L01017,Movies & Entertainment,Equity
530909,ERPSOFT,ERP SOFT SYSTEMS LTD,Active,XT,10,INE308B01017,MiscCommercial Services,Equity
531502,ESARIND,ESAAR (INDIA) LTD,Active,X ,10,INE404L01039,MiscCommercial Services,Equity
500133,ESABINDIA,ESAB INDIA LTD,Active,B ,10,INE284A01012,Other Industrial Goods,Equity
540455,ESCORP,ESCORP ASSET MANAGEMENT LTD,Active,M ,10,INE953W01016,Other Financial Services,Equity
511716,ESCORTSFIN,ESCORTS FINANCE LTD,Active,XT,10,INE359A01012,Finance (including NBFCs),Equity
500495,ESCORTS,ESCORTS LTD,Active,A ,10,INE042A01014,Commercial Vehicles,Equity
531259,ESHAMEDIA,ESHA MEDIA RESEARCH LTD,Active,XT,10,INE328F01016,Advertising & Media,Equity
514118,ESKAY,ESKAY K&#39;N&#39;IT (INDIA) LTD,Suspended,Z ,1,INE220A01032,Textiles,Equity
532787,ESSDEE,ESS DEE ALUMINIUM LTD,Suspended,Z ,10,INE825H01017,Household Products,Equity
500134,ESSAROIL,ESSAR OIL LTD,Delisted,A ,10,INE011A01019,Integrated Oil & Gas,Equity
500630,ESSARPORTS,ESSAR PORTS LTD,Delisted,B ,10,INE282A01024,Marine Port & Services,Equity
533149,ESSARSEC,ESSAR SECURITIES LTD,Active,XT,10,INE143K01019,Other Financial Services,Equity
533704,ESSARSHPNG,ESSAR SHIPPING LTD,Active,T ,10,INE122M01019,Shipping,Equity
500135,ESSELPRO,ESSEL PROPACK LTD,Active,A ,2,INE255A01020,Containers & Packaging,Equity
523858,ESSMCAT,ESSEM CATALYST LTD,Delisted,P ,10,NA          ,Other Industrial Products,Equity
514466,ESSJSYN,ESSJAY SYNTHETICS LTD,Delisted,P ,10,NA          ,Textiles,Equity
531478,ESSKAY,ESSKAY TELECOM LTD,Delisted,XD,10,INE913C01012,Telecom Equipment,Equity
532417,ESTAR,ESTAR INFOTECH LTD,Delisted,XD,2,INE546B01020,IT Software Products,Equity
534927,EBFL,ESTEEM BIO ORGANIC FOOD PROCESSING  LTD,Suspended,MT,1,INE209O01028,Other Agricultural Products,Equity
500136,ESTER,ESTER INDUSTRIES LTD,Active,B ,5,INE778B01029,Containers & Packaging,Equity
532958,ETCN,ETC NETWORKS LTD,Delisted,B ,10,INE098J01017,Broadcasting & Cable TV,Equity
512127,ETPCORP,ETP CORPORATION LTD,Delisted,B ,10,INE581C01017,CommTrading  & Distribution,Equity
537707,ETT,ETT LTD,Active,X ,10,INE546I01017,Realty,Equity
530409,EUPHARMLAB,EUPHARMA LABORATORIES LTD,Delisted,Z ,10,INE909A01014,Pharmaceuticals,Equity
521137,EUREKAI,EUREKA INDUSTRIES LTD,Active,P ,10,INE958A01011,Textiles,Equity
530929,EUROASIA,EURO ASIA EXPORTS LTD,Active,P ,10,INE535P01015,CommTrading  & Distribution,Equity
532823,EUROCERA,EURO CERAMICS LTD,Active,Z ,10,INE649H01011,Furniture-Furnishing-Paints,Equity
526468,EUROLED,EURO LEDER FASHION LTD,Suspended,Z ,10,INE940E01011,Other Apparels & Accessories,Equity
533109,EUROMULTI,EURO MULTIVISION LTD,Active,T ,10,INE063J01011,Storage Media & Peripherals,Equity
530387,EUROSOFTAL,EUROPEAN SOFTWARE ALLIANCES LTD,Delisted,B ,10,INE511A01018,IT Software Products,Equity
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD,Active,B ,10,INE022C01012,Textiles,Equity
542668,EVANS,EVANS ELECTRIC LTD,Active,M ,10,INE06TD01010,MiscCommercial Services,Equity
531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD,Active,B ,5,INE128A01029,Non-Durable Household Prod,Equity
508906,EVERESTIND,EVEREST INDUSTRIES LTD,Active,B ,10,INE295A01018,Cement & Cement Products,Equity
532684,EKC,EVEREST KANTO CYLINDER LTD,Active,T ,2,INE184H01027,Other Industrial Products,Equity
524790,EVERESTO,EVEREST ORGANICS LTD,Active,X ,10,INE334C01029,Pharmaceuticals,Equity
514060,EVERTEX,EVERGREEN TEXTILES LTD,Active,ZP,10,INE229N01010,Textiles,Equity
514358,EVERLON,EVERLON SYNTHETICS LTD,Active,X ,10,INE339D01034,Textiles,Equity
532876,EVERONN,EVERONN EDUCATION LTD,Delisted,X ,10,INE678H01010,Education,Equity
532818,EVINIX,EVINIX ACCESSORIES LTD,Delisted,T ,1,INE961H01028,Other Apparels & Accessories,Equity
526735,EXCAST,EXCEL CASTRONICS LTD,Suspended,Z ,2,INE501O01036,Commodity Chemicals,Equity
532511,EXCELCROP,EXCEL CROP CARE LTD,Delisted,B ,5,INE223G01017,Agrochemicals,Equity
502223,XCLGLASS,EXCEL GLASSES LTD,Suspended,Z ,1,INE664C01029,Containers & Packaging,Equity
500650,EXCELINDUS,EXCEL INDUSTRIES LTD,Active,B ,5,INE369A01029,Specialty Chemicals,Equity
533090,EXCEL,EXCEL REALTY N INFRA LTD,Active,B ,10,INE688J01015,BPO/KPO,Equity
512017,ZEXDONTR,EXDON TRADING COLTD,Suspended,XT,10,INE204I01013,CommTrading  & Distribution,Equity
505923,EXEDYIND,EXEDY INDIA LTD-$,Delisted,T ,10,INE773A01014,Auto Parts & Equipment,Equity
530337,EXELON,EXELON INFRASTRUCTURE LTD,Delisted,Z ,5,INE500I01022,Edible Oils,Equity
500086,EXIDEIND,EXIDE INDUSTRIES LTD,Active,A ,1,INE302A01020,Auto Parts & Equipment,Equity
531320,EXOTICCOAL,EXOTIC COAL LTD,Suspended,XT,10,INE898K01018,Coal,Equity
533121,EXPLEOSOL,EXPLEO SOLUTIONS LTD,Active,B ,10,INE201K01015,IT Consulting & Software,Equity
530571,EXPLICITFIN,EXPLICIT FINANCE LTD,Active,X ,10,INE335G01019,MiscCommercial Services,Equity
526614,EXPOGAS,EXPO GAS CONTAINERS LTD,Active,X ,4,INE561D01025,Other Industrial Products,Equity
512163,EXTCO,EXTOL COMMERCIAL LTD,Delisted,ZP,10,INE670D01016,MiscCommercial Services,Equity
539552,FMEC,F MEC INTERNATIONAL FINANCIAL SERVICES LTD,Active,XT,10,INE108T01013,Finance (including NBFCs),Equity
532656,FACORALL,FACOR ALLOYS LTD,Active,X ,1,INE828G01013,Iron & Steel/IntermProducts,Equity
532657,FACORSTE,FACOR STEELS LTD,Suspended,Z ,1,INE829G01011,Iron & Steel/IntermProducts,Equity
511668,FACTENT,FACT ENTERPRISE LTD,Delisted,Z ,10,INE923D01019,Construction & Engineering,Equity
514474,FAIRDSY,FAIR DEAL FILAMENTS LTD,Delisted,X ,10,INE719D01011,Textiles,Equity
530117,FAIRCHEM,FAIRCHEM SPECIALITY LTD,Active,B ,10,INE959A01019,Specialty Chemicals,Equity
520145,FAIRFIEL,FAIRFIELD ATLAS LTD,Delisted,B ,10,INE922C01013,Industrial Machinery,Equity
509527,FALCONTQ,FALCON TYRES LTD,Delisted,Z ,5,INE511B01024,Auto Tyres & Rubber Products,Equity
532631,FAMEINDIA,FAME INDIA LTD,Delisted,B ,10,INE886G01011,Movies & Entertainment,Equity
590094,FARMAXIND,FARMAX INDIA LTD-$,Delisted,T ,1,INE890I01035,Household Products,Equity
532084,FASTRAENT,FAST TRACK ENTERTAINMENT LTD,Suspended,XT,10,INE074D01037,MiscCommercial Services,Equity
532459,FAZE3AUTO,FAZE THREE AUTOFAB LTD,Active,X ,10,INE207D01017,Textiles,Equity
530079,FAZE3Q,FAZE THREE LTD,Active,X ,10,INE963C01033,Textiles,Equity
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD,Active,B ,1,INE512B01022,IT Consulting & Software,Equity
531599,FDC,FDC LTD,Active,A ,1,INE258B01022,Pharmaceuticals,Equity
530863,FEINDIALTD,FE (INDIA) LTD,Delisted,Z ,10,INE708C01016,CommTrading  & Distribution,Equity
500139,FEDDERELEC,FEDDERS ELECTRIC AND ENGINEERING LTD,Suspended,Z ,10,INE249C01011,Other ElectEquip/ Prod,Equity
500469,FEDERALBNK,FEDERAL BANK LTD,Active,A ,2,INE171A01029,Banks,Equity
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD,Active,B ,10,INE529A01010,Auto Parts & Equipment,Equity
526689,FENOPLAS,FENOPLAST LTD,Active,XT,10,INE138D01014,Plastic Products,Equity
506414,FERMENTA,FERMENTA BIOTECH LTD,Active,X ,5,INE225B01021,Pharmaceuticals,Equity
531466,FERNHIL,FERNHILL INDUSTRIES LTD,Delisted,P ,10,NA          ,Pharmaceuticals,Equity
500141,FERROALL,FERRO ALLOYS CORPORATION LTD,Delisted,X ,1,INE912A01026,Iron & Steel/IntermProducts,Equity
513081,FEROCON,FERRO CONCRETE CO(INDIA) LTD,Delisted,P ,10,NA          ,Iron & Steel/IntermProducts,Equity
590024,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD,Active,B ,10,INE188A01015,Fertilizers,Equity
533896,FERVENTSYN,FERVENT SYNERGIES LTD,Active,X ,10,INE258M01011,Pharmaceuticals,Equity
500142,FGP,FGP LTD,Active,X ,10,INE512A01016,Finance (including NBFCs),Equity
507910,FIBERWEB,FIBERWEB (INDIA) LTD,Active,X ,10,INE296C01020,Plastic Products,Equity
508815,FICSCON,FICS CONSULTANCY SERVICES LTD,Delisted,T ,10,INE651J01013,MiscCommercial Services,Equity
532768,FIEMIND,FIEM INDUSTRIES LTD,Active,B ,10,INE737H01014,Auto Parts & Equipment,Equity
514472,FILAMENT,FILAMENTS INDIA LTD,Delisted,XD,10,INE179C01010,Textiles,Equity
532022,FILATFASH,FILATEX FASHIONS LTD,Active,XT,5,INE185E01013,Textiles,Equity
526227,FILATEX,FILATEX INDIA LTD,Active,B ,2,INE816B01027,Textiles,Equity
531486,FILME,FILMCITY MEDIA LTD,Suspended,Z ,1,INE600B01033,Movies & Entertainment,Equity
539098,FILTRA,FILTRA CONSULTANTS & ENGINEERS LTD,Active,M ,10,INE541R01019,Utilities:Non-Elec,Equity
531191,FILTRON,FILTRON ENGINEERS LTD,Suspended,Z ,10,INE589N01017,CommTrading  & Distribution,Equity
531820,FINCR,FINALYSIS CREDIT & GUARANTEE COLTD,Delisted,Z ,10,INE977C01017,MiscCommercial Services,Equity
512219,FINAVENT,FINAVENTURE CAPITAL LTD,Delisted,Z ,10,INE128B01019,Other Financial Services,Equity
541557,FINEORG,FINE ORGANIC INDUSTRIES LTD,Active,A ,5,INE686Y01026,Specialty Chemicals,Equity
517264,FINELINE,FINE LINE CIRCUITS LTD,Suspended,XT,10,INE087E01011,Electronic Components,Equity
533333,FCL*,FINEOTEX CHEMICAL LTD,Active,B ,2,INE045J01026,Specialty Chemicals,Equity
508954,FINKURVE,FINKURVE FINANCIAL SERVICES LTD,Active,X ,1,INE734I01027,Finance (including NBFCs),Equity
500144,FINCABLES,FINOLEX CABLES LTD,Active,A ,2,INE235A01022,Other ElectEquip/ Prod,Equity
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD,Active,A ,10,INE183A01016,Plastic Products,Equity
531754,FINCOM,FINTECH COMMUNICATIONS LTD,Delisted,Z ,10,INE815B01011,IT Software Products,Equity
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD,Active,XT,10,INE609B01018,Finance (including NBFCs),Equity
511369,FIRFIN,FIRST FINANCIAL SERVICES LTD,Suspended,X ,1,INE141N01025,Finance (including NBFCs),Equity
500145,FIRSTLEASE,FIRST LEASING COOF INDIA LTD,Delisted,Z ,10,INE492B01019,Finance (including NBFCs),Equity
532996,FIRSTWIN,FIRST WINNER INDUSTRIES LTD,Delisted,Z ,10,INE315J01015,Textiles,Equity
532379,FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD,Active,XT,10,INE683B01047,IT Software Products,Equity
532809,FSL,FIRSTSOURCE SOLUTIONS LTD,Active,A ,10,INE684F01012,BPO/KPO,Equity
524743,FISCHER,FISCHER CHEMIC LTD,Active,XT,10,INE771F01025,Commodity Chemicals,Equity
530885,FIVECORE,FIVE CORE EXIM LTD,Suspended,Z ,2,INE600D01021,IT Consulting & Software,Equity
536751,FIVEXTRADE,FIVE X TRADECOM LTD,Active,X ,10,INE750L01019,Other Financial Services,Equity
523576,FLAWLESD,FLAWLESS DIAMOND (INDIA) LTD,Delisted,X ,1,INE345E01021,Other Apparels & Accessories,Equity
523830,FLEETWL,FLEETWELD (INDIA) LTD,Delisted,P ,10,NA          ,CommTrading  & Distribution,Equity
523672,FLEXFO,FLEX FOODS LTD,Active,X ,10,INE954B01018,Other Agricultural Products,Equity
533638,FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LTD,Active,T ,10,INE060J01017,Plastic Products,Equity
540267,FLORACORP,FLORA CORPORATION LTD,Suspended,Z ,10,INE318U01016,CommTrading  & Distribution,Equity
530705,FLORATX,FLORA TEXTILES LTD,Active,P ,10,INE161F01011,Textiles,Equity
532518,FLORENCE,FLORENCE INVESTECH LTD-$,Delisted,X ,10,INE211G01020,Investment Companies,Equity
522017,FLUIDOM,FLUIDOMAT LTD,Active,X ,10,INE459C01016,Other ElectEquip/ Prod,Equity
534757,FOCUSIRL,FOCUS INDUSTRIAL RESOURCES LTD,Suspended,Z ,10,INE603E01023,Finance (including NBFCs),Equity
540945,FSSPL,FOCUS SUITES SOLUTIONS & SERVICES LTD,Active,MT,10,INE180Z01019,Consulting Services,Equity
503831,FOMEHOT,FOMENTO RESORTS & HOTELS LTD,Active,X ,10,INE241E01014,Hotels,Equity
507552,FOODSIN,FOODS & INNS LTD,Active,X ,1,INE976E01023,Other Food Products,Equity
502865,FORBESCO,FORBES & COMPANY LTD,Active,B ,10,INE518A01013,Industrial Machinery,Equity
500033,FORCEMOT,FORCE MOTORS LTD,Active,A ,10,INE451A01017,Cars & Utility Vehicles,Equity
532843,FORTIS,FORTIS HEALTHCARE LTD,Active,A ,10,INE061F01013,Healthcare Facilities,Equity
523696,FORTISMLR,FORTIS MALAR HOSPITALS LTD,Active,X ,10,INE842B01015,Healthcare Services,Equity
519187,FORFOOD,FORTUNE FOODS LTD,Suspended,XT,10,INE712V01018,Non-alcoholic Beverages,Equity
530213,FORINTL,FORTUNE INTERNATIONAL LTD,Active,XT,10,INE501D01013,CommTrading  & Distribution,Equity
500150,FOSECOIND,FOSECO INDIA LTD,Active,B ,10,INE519A01011,Commodity Chemicals,Equity
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD,Active,Z ,10,INE617C01027,Coal,Equity
532403,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD,Suspended,XT,10,INE739B01039,IT Software Products,Equity
540190,FRANKLININD,FRANKLIN INDUSTRIES LTD,Active,X ,10,INE789R01014,CommTrading  & Distribution,Equity
539839,FRANKLIN,FRANKLIN LEASING AND FINANCE LTD,Active,M ,10,INE399S01010,Finance (including NBFCs),Equity
539032,FRASER,FRASER AND COMPANY LTD,Active,X ,10,INE184Q01010,CommTrading  & Distribution,Equity
539730,FREDUN,FREDUN PHARMACEUTICALS LTD,Active,X ,10,INE194R01017,Pharmaceuticals,Equity
532545,FKONCO,FRESENIUS KABI ONCOLOGY LTD,Delisted,B ,1,INE575G01010,Pharmaceuticals,Equity
530077,FRSHTRP,FRESHTROP FRUITS LTD,Active,X ,10,INE795D01011,Other Agricultural Products,Equity
508980,FRONTCAP,FRONTIER CAPITAL LTD,Active,XT,10,INE977E01013,MiscCommercial Services,Equity
522195,FRONTSP,FRONTIER SPRINGS LTD,Active,X ,10,INE572D01014,Auto Parts & Equipment,Equity
521167,FRONTBUSS,FRONTLINE BUSINESS SOLUTIONS LTD,Active,XT,5,INE485D01035,Other Apparels & Accessories,Equity
532042,FRONTCORP,FRONTLINE CORPORATION LTD,Active,X ,10,INE092D01013,Surface Transportation,Equity
531685,FRONTFN,FRONTLINE FINANCIAL SERVICES LTD,Suspended,P ,10,INE776R01011,MiscCommercial Services,Equity
533213,FRONTSEC,FRONTLINE SECURITIES LTD,Delisted,X ,5,INE773B01020,Other Financial Services,Equity
538568,FRUTION,FRUITION VENTURE LTD,Active,XT,10,INE836C01015,CommTrading  & Distribution,Equity
506803,FULFORD,FULFORD (INDIA) LTD,Delisted,B ,10,INE521A01017,Pharmaceuticals,Equity
530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LTD,Active,XT,10,INE365H01014,Investment Companies,Equity
539169,FUNNY,FUNNY SOFTWARE LTD,Suspended,XT,10,INE105R01013,IT Consulting & Software,Equity
531854,FUNWTRD,FUNWORLD & TOURISM DEVELOPMENT LTD,Delisted,XT,10,INE288H01018,Other Leisure Facilities,Equity
531760,FUFITIN,FUSION FITTINGS (I) LTD,Delisted,Z ,1,INE284L01019,CommTrading  & Distribution,Equity
500720,FUTURAPOLY,FUTURA POLYESTERS LTD,Suspended,XT,10,INE564A01017,Textiles,Equity
533400,FCONSUMER,FUTURE CONSUMER LTD,Active,A ,6,INE220J01025,Packaged Foods,Equity
523574,FEL,FUTURE ENTERPRISES LTD,Active,B ,2,INE623B01027,Department Stores,Equity
536507,FLFL,FUTURE LIFESTYLE FASHIONS LTD,Active,A ,2,INE452O01016,Department Stores,Equity
533296,FMNL,FUTURE MARKET NETWORKS LTD,Active,B ,10,INE360L01017,Department Stores,Equity
540064,FRETAIL,FUTURE RETAIL LTD,Active,A ,2,INE752P01024,Department Stores,Equity
540798,FSC,FUTURE SUPPLY CHAIN SOLUTIONS LTD,Active,B ,10,INE935Q01015,Transportation - Logistics,Equity
500154,FOSCL,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD,Suspended,X ,10,INE418A01016,Commodity Chemicals,Equity
523113,FUTURSEC,FUTURISTIC SECURITIES LTD,Active,XT,10,INE425D01015,Finance (including NBFCs),Equity
534063,FUTSOL,FUTURISTIC SOLUTIONS LTD,Active,XT,10,INE241F01011,Other Financial Services,Equity
540614,GGENG,G G ENGINEERING LTD,Active,B ,10,INE694X01014,Heavy Electrical Equipment,Equity
542666,GKP,G K P PRINTING & PACKAGING  LTD,Active,M ,10,INE05QJ01015,Containers & Packaging,Equity
540124,GNA,G N A AXLES LTD,Active,B ,10,INE934S01014,Auto Parts & Equipment,Equity
505714,GABRIEL,GABRIEL INDIA LTD,Active,B ,1,INE524A01029,Auto Parts & Equipment,Equity
502850,ZGAEKWAR,GAEKWAR MILLS LTD,Suspended,XT,10,INE837X01027,Textiles,Equity
524624,GAGAN,GAGAN GASES LTD,Active,X ,10,INE076D01016,Integrated Oil & Gas,Equity
531196,GAGANPO,GAGAN POLYCOT INDIA LTD,Active,X ,10,INE297L01011,CommTrading  & Distribution,Equity
532155,GAIL,GAIL (INDIA) LTD,Active,A ,10,INE129A01019,Utilities:Non-Elec,Equity
538609,GAJANANSEC,GAJANAN SECURITIES SERVICES LTD,Active,XT,10,INE868G01019,Other Financial Services,Equity
505711,GAJRA,GAJRA BEVEL GEARS LTD,Active,XT,10,INE282D01010,Auto Parts & Equipment,Equity
539228,GGPL,GALA GLOBAL PRODUCTS LTD,Active,T ,5,INE480S01026,CommPrinting/Stationery,Equity
542802,GALACTICO,GALACTICO CORPORATE SERVICES LTD,Active,M ,10,INE906Y01010,Other Financial Services,Equity
538881,GALADAFIN,GALADA FINANCE LTD,Active,X ,10,INE243E01010,Finance (including NBFCs),Equity
504697,GALADA,GALADA POWER & TELECOMMUNICATION LTD,Active,XT,10,INE255C01018,Other ElectEquip/ Prod,Equity
531911,GALAGEX,GALAXY AGRICO EXPORTS LTD,Active,XT,10,INE803L01016,Industrial Machinery,Equity
526073,GALXBRG,GALAXY BEARINGS LTD,Active,XT,10,INE020S01012,Other Industrial Goods,Equity
506186,GCKL,GALAXY CLOUD KITCHENS LTD,Active,X ,10,INE403B01016,Packaged Foods,Equity
511128,GALAXCP,GALAXY CONSOLIDATED FINANCE LTD,Delisted,ZP,10,NA          ,Other Agricultural Products,Equity
540935,GALAXYSURF,GALAXY SURFACTANTS LTD,Active,A ,10,INE600K01018,Specialty Chemicals,Equity
533265,GALLISPAT,GALLANTT ISPAT LTD,Active,B ,1,INE528K01029,Iron & Steel/IntermProducts,Equity
532726,GALLANTT,GALLANTT METAL LTD,Active,B ,10,INE297H01019,Iron & Steel/IntermProducts,Equity
531902,GALLOPENT,GALLOPS ENTERPRISE LTD,Active,X ,10,INE755J01012,Realty,Equity
526679,GALORE,GALORE PRINTS INDUSTRIES LTD,Delisted,X ,10,INE648C01014,Commodity Chemicals,Equity
517391,GAMIE,GAMMA INFOWAY EXALT LTD,Suspended,XT,10,INE970A01016,Computer Hardware,Equity
